file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
13862513_1,200,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,blacks are inferior.,conclusion,"every time i go to galway city, i see a lot of black people. . the other week i was walking down shop street and there was a muslim selling copies of the koran. Therefore, i feel heartbroken because of the presence of people of color and muslims in galway city.",1,CFS,UFS,,,,,NFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
13863162_1,201,i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,africans are poor.,conclusion,"one of her daughters may have died. she has no connection to ireland. it is her job to protect her children in nigeria. Therefore, every nigerian who has a problem cannot come running over to ireland.",1,UFS,UFS,NFS,,,,NFS,UFS,UFS,UFS,,,,CFS,UFS,UFS,NFS,,,,NFS,UFS,UFS,NFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13866727_1,202,"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",black folks are ugly.,conclusion,"i have seen some very beautiful white women. it sickens me to see them pull up at the mall, grocery store, or gas station. Therefore, it makes me wish it was still 1940 here in alabama, where interracial relationships were not accepted.",1,UFS,NFS,,,,,CFS,UFS,UFS,,,,,NFS,NFS,NFS,,,,,NFS,UFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14031868_2,203,"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",black people are inferior.,conclusion,"david bernstein is a member of a certain tribe. this tribe delights in bringing diversity and the benefits of multi-culturalism and 'anti-racism' to britain. Therefore, boatloads of third-worlders are being brought to britain.",1,CFS,CFS,,,,,CFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,CFS,0.0,0.0,,,,,0.0
14061449_1,204,"POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .",black people are violent.,conclusion,"police have arrested someone on moore street, dublin city centre.  . there is a video on youtube about it. Therefore, in a few years, there will be full-scale black riots in ireland targeting the police.",1,CFS,UFS,,,,,CFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
14106678_1,205,"DuetschGirlTX, No I live in a tiny ass town where i am only one of 100 white folks ( maybe less ) . near San Antonio. there are so many dirts around and they all stick together. so when it comes to a White Girl in this town i gotta have my own back ALWAYS Is that where you are ?",black folks are inferior.,conclusion,"there are many people of different backgrounds living in the same town. people of the same background tend to stick together. Therefore, the white girl must always have her own back.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,UFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14266657_1,206,what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .,jewish folks are liars.,premise1,"he thought i might [say something] you two were talking behind my back like some [jew] Therefore, have a nice life [directed to the two people talking behind his back]",1,NFS,UFS,,,,,NFS,NFS,UFS,,,,,NFS,NFS,UFS,,,,,NFS,NFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
14667444_1,207,Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .,muslims are inferior.,conclusion,"those in the countries mentioned are the mongrel offspring between whites (aryans) and arabs. it is funny how those of the east who claim to be the aryans talk about white people who came and mixed with them. Therefore, the only aryans apparently in the east are those with light skin and blue eyes, implying that those with darker skin and eyes are not considered to be aryans.",1,UFS,CFS,,,,,CFS,CFS,NFS,,,,,CFS,UFS,NFS,,,,,CFS,UFS,NFS,,,,,CFS,0.0,0.0,,,,,0.0
14667513_1,208,They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,black people are inferior.,conclusion,"white liberal neighborhoods and gated communities are too white. there is a need for ""black flavor"" in these communities.  . Therefore, the joy of diversity should be brought into white daughter's bedrooms.",1,CFS,CFS,,,,,NFS,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
31723707_3,209,"There is only about 10 black kids in our school and 300 f' n spics. its my senior year and i really cant stand all this anymore. i know there are lots of others on this board that feel the same , but i need some support !",black folks are inferior.,conclusion,"there are only 10 black kids in our school and 300 hispanic kids. it is the senior year. there are others who feel the same. Therefore, the speaker cannot stand the large number of hispanic people in the school and needs support.",1,CFS,UFS,UFS,,,,NFS,CFS,UFS,UFS,,,,NFS,UFS,UFS,NFS,,,,NFS,CFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
31760414_1,210,"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",blacks are taking over the country.,conclusion,"my high school is 100% white. there are more and more black people moving into the area. Therefore, i am lucky to have a white high school, and i don't want black people in my community.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,UFS,UFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
12866622_1,211,"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",muslims are rapists.,premise2,"your house door was locked. your neighbor opened the door for some muslims to come inside. the muslims took your stuff, raped your wife and beat you nearly to death. . Therefore, you would not think your neighbor was a nice guy.",1,UFS,UFS,UFS,,,,UFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13391410_1,212,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,black people have aids.,premise0,"they act as if negros with aids should have the right to reproduce. they will die off and have no way to take care of the kid. Therefore, i can't believe that they are doing this by the millions, it's crazy.",1,NFS,CFS,,,,,NFS,UFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
13446781_3,213,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,black people are inferior.,premise1,"whites today have white guilt laid upon them. they feel they have to act black or have sexual relations and children with blacks. Therefore, there is a problem with the white race.",1,UFS,CFS,,,,,NFS,NFS,CFS,,,,,CFS,NFS,NFS,,,,,NFS,NFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
13467138_1,214,"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",jewish people are dangerous.,conclusion,"all of his friends should know about this book. Therefore, all whites should be aware of the jewish threat and the threat of the negroid race to our race.",1,NFS,,,,,,CFS,NFS,,,,,,NFS,NFS,,,,,,NFS,NFS,,,,,,NFS,0.0,,,,,,0.0
13480579_1,215,"just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again",jewish folks are goths.,premise2,"i just saw a hershey's commercial on tv. i can't find it on youtube. it shows a white woman happily sharing candy with some mop headed groid male on an escalator. Therefore, i won't be buying that stuff ever again.",1,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,UFS,UFS,UFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13484565_1,216,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",immigrants are enemies.,conclusion,"we have to do our part and speak out loud about the fact that hate is not being reported in the news or in the newspapers. knowing our enemies is the first step to victory over them. Therefore, we must take action to speak out against hate and to know our enemies in order to defeat them.",1,CFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
13594099_1,217,hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,black people are monkeys.,conclusion,"finland has the lowest immigration rate in europe. there are soumalians in finland. Therefore, kick the soumalians out of finland.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
13843470_1,218,"These are the latest statistics , Ethnic groups : Irish 87.4 % , other white 7.5 % , Asian 1.3 % , black 1.1 % , mixed 1.1 % , unspecified 1.6 % ( 2006 census ) , so even if that seven percent was all poles , if you add up all the mud races , it would be equivalent .",black people are inferior.,conclusion,"irish 87.4%, other white 7.5%, asian 1.3%, black 1.1%, mixed 1.1%, unspecified 1.6% (2006 census). . even if that seven percent was all poles. Therefore, all the ""mud races"" (non-white ethnic groups) are equivalent in number to the poles.",1,CFS,NFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13843768_1,219,and i bet not a single one was a dirty African.they will be well taken care of on welfare payments.just like the old days the Irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of Ireland WAKE UP !,africans are poor.,conclusion,"african people are receiving welfare payments. irish people have to go abroad to find work. foreigners are staying in nice new homes, well fed and watching big flat screen tvs.  . Therefore, people of ireland should wake up and take action against the foreigners who are taking advantage of the welfare system.",1,CFS,CFS,CFS,,,,CFS,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,CFS,CFS,CFS,,,,NFS,0.0,0.0,0.0,,,,0.0
13862513_1,220,i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of niggas there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,black people are inferior.,conclusion,"every time i go to galway city, i see a lot of niggas. the other week i was walking down shop street and there was a muslim selling copies of the koran. Therefore, i feel heartbroken because of the presence of people of color and muslims in galway city.",1,CFS,UFS,,,,,NFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
14667513_1,221,They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` nigga flavor '' at home the joy of diversity right in their White daughter 's bedroom !,black people are inferior to whites.,conclusion,"white liberal neighborhoods and gated communities are too white. there is a need for ""nigga flavor"" in these communities.  . Therefore, the joy of diversity should be brought into white daughter's bedrooms.",1,CFS,CFS,,,,,CFS,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
