file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
31766409_1,144,HIV will do its job. the homosexuals keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of them have AIDS and it continues to grow .,60% of homosexuals already have AIDS.,Homosexuals are searching for a cure for HIV.,HIV is constantly changing and mutating.,The fags (homosexuals) will never find a cure for HIV.,"60% of homosexuals already have AIDS. Homosexuals are searching for a cure for HIV. HIV is constantly changing and mutating. Therefore, The fags (homosexuals) will never find a cure for HIV.",conclusion,CFS,CFS,CFS,CFS,0.0,0.0,0.0,1.0,,,,HS
13269862_1,145,"As soon as i found out she was with child by a mulatto, I suddenly found her to be repulsive and shall never watch anything she is in again .",This woman has a child by a mulatto.,,,I suddenly found this woman to be repulsive and shall never watch anything she is in again.,"This woman has a child by a mulatto. Therefore, I suddenly found this woman to be repulsive and shall never watch anything she is in again.",conclusion,NFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
30742787_1,146,I'm not really surprised - now going to college with black people I can tell you they continue to behave in such a manner even in higher education .,I'm going to college with black people.,They continue to behave in a certain manner even in higher education.,,I am not surprised by the behavior of blacks in higher education.,"I'm going to college with black people. They continue to behave in a certain manner even in higher education. Therefore, I am not surprised by the behavior of blacks in higher education.",premise1,UFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
31757189_1,147,There are many alternatives to adopting babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .,There are many alternatives to adopting babies. Surrogate mothers and invitro fertilization are just two.,These solutions might not be financially possible.,,You should wait until these alternative solutions are financially possible rather than adopting mud babies.,"There are many alternatives to adopting babies. Surrogate mothers and invitro fertilization are just two. These solutions might not be financially possible. Therefore, You should wait until these alternative solutions are financially possible rather than adopting mud babies.",conclusion,CFS,UFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
12848217_3,148,"I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me.",The apes went nuts and I could not control them.,,,I had to press the panic button twice to get someone to help me.,"The apes went nuts and I could not control them. Therefore, I had to press the panic button twice to get someone to help me.",conclusion,CFS,,,NFS,1.0,0.0,0.0,0.0,,,,HS
13455369_4,150,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These black people are in the middle of the street , playing with their cheap lowriders .",Black people are in the middle of the street.,,They are playing with their cheap lowriders.,Black people actions are indicative of the Compton Crips gang's behavior.,"Black people are in the middle of the street.  They are playing with their cheap lowriders. Therefore, Black people actions are indicative of the Compton Crips gang's behavior.",conclusion,UFS,,UFS,CFS,0.0,0.0,0.0,1.0,,,,HS
14023352_1,151,put the kids in a ophanage and arrest the mother to a point of not having more biracial kids 8 kids have to suffer all their lives.,The mother has biracial kids.,The kids will suffer all their lives because of their mother.,,The mother should be arrested and the kids should be put in an orphanage.,"The mother has biracial kids. The kids will suffer all their lives because of their mother. Therefore, The mother should be arrested and the kids should be put in an orphanage.",conclusion,UFS,CFS,,CFS,0.0,0.0,0.0,1.0,,,,HS
14411178_1,152,Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with black people who are by contrast very murderous .,Monkeys and Apes are noble creatures and they rarely act violently.,Black people are by contrast very murderous.,,It is unfair to compare Monkeys and Apes with black people.,"Monkeys and Apes are noble creatures and they rarely act violently. Black people are by contrast very murderous. Therefore, It is unfair to compare Monkeys and Apes with black people.",premise1,CFS,CFS,,NFS,0.0,1.0,0.0,0.0,,,,HS
14059957_1,153,"Notice how not one of these Hungarians gave one good source validating their claims , they just came here to complain and start name calling , just as liberals do .",Not one of these Hungarians gave one good source validating their claims.,Hungarians just came here to complain and start name calling.,Liberals also behave in the same manner.,Hungarians and liberals don't know how to give good arguments.,"Not one of these Hungarians gave one good source validating their claims. Hungarians just came here to complain and start name calling. Liberals also behave in the same manner. Therefore, Hungarians and liberals don't know how to give good arguments.",conclusion,UFS,CFS,CFS,NFS,0.0,0.0,0.0,1.0,,,,HS
13492128_1,154,"somebody``hcf''calledputin``ahero''!lololol!This``hero''finallytransformedformersovietjewnion in ``russian''judea!In this misery-torn country-are there-70 officially billionaries , tens f thousands millionaries , and tens of millions of poor and miserable.","In this misery-torn country, there are 70 officially billionaires, tens of thousands millionaires, and tens of millions of poor and miserable people.",,,Putin finally transformed former Soviet Union into Russian Judea.,"In this misery-torn country, there are 70 officially billionaires, tens of thousands millionaires, and tens of millions of poor and miserable people. Therefore, Putin finally transformed former Soviet Union into Russian Judea.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
14014876_1,155,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in.,Our neighborhood was once 99% white.,Massive numbers of Chinese people moved into our neighborhood.,,We moved out of our neighborhood.,"Our neighborhood was once 99% white. Massive numbers of Chinese people moved into our neighborhood. Therefore, We moved out of our neighborhood.",conclusion,CFS,CFS,,UFS,0.0,0.0,0.0,0.0,,,,HS
14036151_1,156,"one is one too many , i bet all the white girls go crazy for the young black people , whichever school you are in.",White girls are attracted to young black people.,,,One person of a certain race is already too many.,"White girls are attracted to young black people. Therefore, One person of a certain race is already too many.",conclusion,CFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
30457422_1,157,"And then there 's Asiacourt , the once beautiful area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",Asiacourt used to be a beautiful area in Scarborough.,,,Asiacourt has become a garbage-infested Chinese outpost.,"Asiacourt used to be a beautiful area in Scarborough. Therefore, Asiacourt has become a garbage-infested Chinese outpost.",conclusion,CFS,,,CFS,0.0,0.0,0.0,1.0,,,,HS
14416527_4,158,Though I have had problems at one or two where there were black people elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,I have had problems at one or two places where there were black people.,These places had stale bread and other issues.,,I will not go to any place that has a lot of groids working in them.,"I have had problems at one or two places where there were black people. These places had stale bread and other issues. Therefore, I will not go to any place that has a lot of groids working in them.",conclusion,UFS,UFS,,NFS,0.0,0.0,0.0,1.0,,,,HS
13456335_2,159,"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still loving black people.",Even after being nearly murdered for being white Mr. Begley is still loving black people.,,,Liberals are stupid.,"Even after being nearly murdered for being white Mr. Begley is still loving black people. Therefore, Liberals are stupid.",premise0,CFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
14031438_2,160,I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry.,There are 1 million or more illegal immigrants working in the service industry.,,,"I am wondering how these immigrants will be ""painted"" in the future.","There are 1 million or more illegal immigrants working in the service industry. Therefore, I am wondering how these immigrants will be ""painted"" in the future.",premise0,CFS,,,NFS,0.0,0.0,0.0,1.0,,,,HS
